case_id,weighted_numerator,weighted_denominator,unconstrained_case_gain,q90,q95,q99,raw_weight_mean,normalised_weight_mean,normalised_weight_min,normalised_weight_max
case_181,332130.091241423,192956.10841784914,1.7212727493559863,6.973642206192021,8.348705530166626,12.506495037078853,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_182,311894.6470983303,136994.80627746196,2.276689573666286,6.643274450302125,8.005867195129394,12.821896562576253,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_183,392675.37599058996,183969.50317076873,2.134459077307455,7.320832157135011,8.673352289199828,13.893857116699213,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_184,328108.45677484985,154735.4381016287,2.1204480421566485,6.694358062744142,7.875815033912657,12.749776926040594,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_185,276527.67508596054,134306.40753347875,2.0589313657059147,6.59258804321289,7.666236424446105,12.235298709869317,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_186,262441.3075233757,145772.62241982957,1.800347027904436,6.350747919082642,7.5299984931945785,11.554426622390743,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_187,353971.5645951373,161960.6674979247,2.1855402923655705,6.920290899276734,8.103256320953365,13.128380126953111,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_188,328826.1486968692,149016.16941321068,2.2066474396148172,6.823497581481936,8.110652208328247,13.086825618743863,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_189,331602.38842486707,146106.27428853905,2.269597182185343,6.722201299667359,7.995612788200375,12.753865308761585,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_190,371007.2428008911,167817.1554719057,2.2107825731976583,7.025573968887332,8.360267305374144,13.360542898178092,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_191,342745.5384286157,152049.30527426943,2.2541736564357517,6.874036741256715,8.205350446701049,13.111052494049055,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_192,337954.28387132956,153952.17892233314,2.1951900014472874,6.916901445388796,8.175111389160156,12.946696014404287,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_193,271210.55955038493,123325.42988790848,2.199145462512399,6.316708660125733,7.433103251457213,11.889664096832272,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_194,348169.83885914634,189153.94739704323,1.8406691673651467,6.957199859619141,8.246804285049436,12.928755416870114,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_195,382086.46121087566,162851.9431718816,2.3462198471135443,7.18097734451294,8.506486845016479,13.599721879959082,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_196,352123.5638287654,166383.82285815536,2.1163329329736333,7.140284776687623,8.420341682434081,13.27775411605834,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_197,321216.00986603554,171934.2551146925,1.8682490563137717,6.705656909942628,7.936916875839233,12.379508867263791,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_199,390328.3153379194,212460.77585090543,1.8371782451356231,7.3570445060730005,8.71670413017273,13.672717103958115,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_200,290192.6605613887,132543.60276125764,2.189412800888582,6.519919538497925,7.528428196907043,12.027814435958856,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
